Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2023-12-30,recarga mi transporte,Expense,262.21,Transport,recarga mi transporte,recarga mi transporte (Transport)
2023-12-31,peluqueria corte,Expense,158.36,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-01-01,netflix premium,Expense,17.82,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-01-01,uber viaje,Expense,116.4,Transport,uber viaje,uber viaje (Transport)
2024-01-02,hotel la playa,Expense,108.73,Travel,hotel la playa,hotel la playa (Travel)
2024-01-02,regalo de cumpleaños,Income,706.26,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-01-02,seguro de gastos medicos,Expense,58.25,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-01-03,bono de fin de año,Income,1350.57,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-01-03,regalo de cumpleaños,Income,811.28,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-01-04,consulta medico,Expense,90.2,Health,consulta medico,consulta medico (Health)
2024-01-04,pago renta mensual,Expense,159.77,Rent,pago renta mensual,pago renta mensual (Rent)
2024-01-04,mcdonalds burger,Expense,12.6,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-01-05,farmacia benavides,Expense,55.21,Health,farmacia benavides,farmacia benavides (Health)
2024-01-05,peluqueria corte,Expense,215.63,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-01-06,concierto ticketmaster,Expense,89.85,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-01-07,electronicos gadget 59,Expense,68.85,Shopping,electronicos gadget 59,electronicos gadget 59 (Shopping)
2024-01-08,electronicos gadget,Expense,59.4,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-01-08,deposito nomina mensual,Income,197.63,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-01-08,cafeteria la pausa,Expense,279.77,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-01-09,electronicos gadget,Expense,41.86,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-01-09,alquiler coche,Expense,285.28,Travel,alquiler coche,alquiler coche (Travel)
2024-01-10,tienda de abarrotes,Expense,188.52,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-01-11,pago renta mensual,Expense,261.98,Rent,pago renta mensual,pago renta mensual (Rent)
2024-01-12,taxi de noche,Expense,61.91,Transport,taxi de noche,taxi de noche (Transport)
2024-01-12,dividendo acciones,Income,485.23,Investment,dividendo acciones,dividendo acciones (Investment)
2024-01-13,telmex internet,Expense,123.57,Utilities,telmex internet,telmex internet (Utilities)
2024-01-13,peluqueria corte,Expense,96.72,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-01-14,recarga mi transporte,Expense,124.21,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-01-14,seguro de gastos medicos 47,Expense,233.8,Health,seguro de gastos medicos 47,seguro de gastos medicos 47 (Health)
2024-01-14,cfe recibo luz,Expense,149.35,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-01-15,vuelo aeromexico,Expense,146.95,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-01-15,consulta medico,Expense,10.73,Health,consulta medico,consulta medico (Health)
2024-01-15,regalo de cumpleaños,Income,301.73,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-01-16,agua y drenaje,Expense,266.08,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-01-16,cfe recibo luz,Expense,49.98,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-01-16,amazon compra online,Expense,38.49,Shopping,amazon compra online,amazon compra online (Shopping)
2024-01-17,mcdonalds burger,Expense,153.55,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-01-17,uber viaje,Expense,100.09,Transport,uber viaje,uber viaje (Transport)
2024-01-18,consulta medico,Expense,26.39,Health,consulta medico,consulta medico (Health)
2024-01-18,electronicos gadget,Expense,284.37,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-01-18,spotify ab by adyen,Expense,33.75,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-01-19,gasolinera magna 80,Expense,44.34,Transport,gasolinera magna 80,gasolinera magna 80 (Transport)
2024-01-19,alquiler coche,Expense,124.21,Travel,alquiler coche,alquiler coche (Travel)
2024-01-20,tienda de abarrotes,Expense,216.54,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-01-21,hotel la playa,Expense,140.82,Travel,hotel la playa,hotel la playa (Travel)
2024-01-22,cafeteria la pausa,Expense,97.25,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-01-23,recarga mi transporte,Expense,216.48,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-01-23,cfe recibo luz,Expense,118.92,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-01-23,deposito nomina mensual,Income,1838.54,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-01-24,libros de texto,Expense,299.82,Education,libros de texto,libros de texto (Education)
2024-01-25,electronicos gadget,Expense,72.66,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-01-25,oxxo comida rapida,Expense,142.52,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-01-26,agua y drenaje,Expense,18.05,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-01-26,bono de fin de año 31,Income,1803.71,Bonus,bono de fin de año 31,bono de fin de año 31 (Bonus)
2024-01-27,vuelo aeromexico,Expense,119.26,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-01-27,videojuego steam,Expense,288.12,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-01-28,consulta medico,Expense,220.64,Health,consulta medico,consulta medico (Health)
2024-01-28,spotify ab by adyen,Expense,170.6,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-01-29,pago cliente proyecto,Income,330.96,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-01-29,spotify ab by adyen 20,Expense,84.85,Subscriptions,spotify ab by adyen 20,spotify ab by adyen 20 (Subscriptions)
2024-01-29,deposito nomina mensual,Income,289.54,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-01-30,restaurante italiano,Expense,236.23,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-01-30,reembolso compra,Income,842.77,Refund,reembolso compra,reembolso compra (Refund)
2024-01-30,spotify ab by adyen,Expense,274.21,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-01-31,uber viaje 22,Expense,170.07,Transport,uber viaje 22,uber viaje 22 (Transport)
2024-01-31,reembolso compra,Income,310.14,Refund,reembolso compra,reembolso compra (Refund)
2024-01-31,videojuego steam,Expense,129.27,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-02-01,deposito nomina mensual,Income,688.98,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-02-02,alquiler coche,Expense,49.54,Travel,alquiler coche,alquiler coche (Travel)
2024-02-02,mcdonalds burger 88,Expense,46.71,Dining Out,mcdonalds burger 88,mcdonalds burger 88 (Dining Out)
2024-02-03,uber viaje,Expense,256.07,Transport,uber viaje,uber viaje (Transport)
2024-02-03,cfe recibo luz,Expense,91.64,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-02-03,pago renta mensual 73,Expense,151.6,Rent,pago renta mensual 73,pago renta mensual 73 (Rent)
2024-02-04,deposito nomina mensual,Income,170.98,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-02-04,tienda de abarrotes 98,Expense,115.79,Groceries,tienda de abarrotes 98,tienda de abarrotes 98 (Groceries)
2024-02-04,electronicos gadget,Expense,290.11,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-02-05,peluqueria corte,Expense,155.78,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-02-05,libros de texto 39,Expense,199.87,Education,libros de texto 39,libros de texto 39 (Education)
2024-02-06,mcdonalds burger 12,Expense,152.72,Dining Out,mcdonalds burger 12,mcdonalds burger 12 (Dining Out)
2024-02-06,dividendo acciones,Income,734.23,Investment,dividendo acciones,dividendo acciones (Investment)
2024-02-06,farmacia benavides,Expense,108.74,Health,farmacia benavides,farmacia benavides (Health)
2024-02-07,restaurante italiano,Expense,64.22,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-02-08,amazon compra online,Expense,207.43,Shopping,amazon compra online,amazon compra online (Shopping)
2024-02-08,amazon compra online,Expense,107.35,Shopping,amazon compra online,amazon compra online (Shopping)
2024-02-09,recarga mi transporte,Expense,8.09,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-02-09,supermercado la esquina,Expense,118.1,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-02-10,farmacia benavides,Expense,194.04,Health,farmacia benavides,farmacia benavides (Health)
2024-02-10,regalo de cumpleaños,Income,359.81,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-02-11,pago renta mensual,Expense,62.37,Rent,pago renta mensual,pago renta mensual (Rent)
2024-02-11,uber viaje,Expense,293.85,Transport,uber viaje,uber viaje (Transport)
2024-02-11,agua y drenaje,Expense,218.95,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-02-12,pago renta mensual,Expense,80.95,Rent,pago renta mensual,pago renta mensual (Rent)
2024-02-12,reembolso compra,Income,1113.6,Refund,reembolso compra,reembolso compra (Refund)
2024-02-13,reembolso compra,Income,1043.63,Refund,reembolso compra,reembolso compra (Refund)
2024-02-13,pago cliente proyecto,Income,617.2,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-02-13,cfe recibo luz,Expense,105.89,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-02-14,gasolinera magna 68,Expense,155.53,Transport,gasolinera magna 68,gasolinera magna 68 (Transport)
2024-02-15,restaurante italiano,Expense,5.43,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-02-15,mcdonalds burger,Expense,89.74,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-02-16,restaurante italiano,Expense,203.9,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-02-16,gimnasio membresia 1,Expense,260.67,Subscriptions,gimnasio membresia 1,gimnasio membresia 1 (Subscriptions)
2024-02-16,telmex internet,Expense,34.27,Utilities,telmex internet,telmex internet (Utilities)
2024-02-17,alquiler coche,Expense,103.64,Travel,alquiler coche,alquiler coche (Travel)
2024-02-18,peluqueria corte,Expense,216.34,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-02-18,walmart compra semanal,Expense,207.47,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-02-19,peluqueria corte,Expense,66.62,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-02-20,colegiatura universidad,Expense,128.05,Education,colegiatura universidad,colegiatura universidad (Education)
2024-02-20,concierto ticketmaster,Expense,66.95,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-02-21,hotel la playa,Expense,173.33,Travel,hotel la playa,hotel la playa (Travel)
2024-02-22,videojuego steam,Expense,112.67,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-02-23,reembolso compra 40,Income,1211.24,Refund,reembolso compra 40,reembolso compra 40 (Refund)
2024-02-23,reembolso compra,Income,646.83,Refund,reembolso compra,reembolso compra (Refund)
2024-02-23,mcdonalds burger,Expense,71.4,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-02-24,electronicos gadget,Expense,280.52,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-02-25,consulta medico,Expense,36.61,Health,consulta medico,consulta medico (Health)
2024-02-25,supermercado la esquina,Expense,180.67,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-02-26,telmex internet,Expense,37.32,Utilities,telmex internet,telmex internet (Utilities)
2024-02-27,electronicos gadget,Expense,202.99,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-02-28,netflix premium,Expense,76.65,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-02-28,gasolinera magna,Expense,242.26,Transport,gasolinera magna,gasolinera magna (Transport)
2024-02-29,vuelo aeromexico,Expense,112.98,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-03-01,cineplex boletos,Expense,100.23,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-03-01,cineplex boletos 10,Expense,157.29,Entertainment,cineplex boletos 10,cineplex boletos 10 (Entertainment)
2024-03-02,vuelo aeromexico,Expense,294.33,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-03-03,cineplex boletos 1,Expense,168.46,Entertainment,cineplex boletos 1,cineplex boletos 1 (Entertainment)
2024-03-04,gimnasio membresia 41,Expense,203.77,Subscriptions,gimnasio membresia 41,gimnasio membresia 41 (Subscriptions)
2024-03-05,bono de fin de año,Income,382.68,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-03-05,seguro de gastos medicos,Expense,106.7,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-03-06,amazon compra online,Expense,262.6,Shopping,amazon compra online,amazon compra online (Shopping)
2024-03-06,pago renta mensual,Expense,159.76,Rent,pago renta mensual,pago renta mensual (Rent)
2024-03-07,mcdonalds burger,Expense,57.41,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-03-07,dividendo acciones,Income,1345.83,Investment,dividendo acciones,dividendo acciones (Investment)
2024-03-07,regalo de cumpleaños,Income,1379.83,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-03-08,peluqueria corte,Expense,123.1,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-03-08,agua y drenaje 67,Expense,253.12,Utilities,agua y drenaje 67,agua y drenaje 67 (Utilities)
2024-03-09,telmex internet,Expense,112.94,Utilities,telmex internet,telmex internet (Utilities)
2024-03-09,netflix premium,Expense,20.88,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-03-10,amazon compra online,Expense,80.57,Shopping,amazon compra online,amazon compra online (Shopping)
2024-03-10,seguro de gastos medicos,Expense,206.94,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-03-10,cineplex boletos,Expense,248.34,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-03-11,spa masaje 51,Expense,9.25,Personal Care,spa masaje 51,spa masaje 51 (Personal Care)
2024-03-11,pago renta mensual,Expense,14.88,Rent,pago renta mensual,pago renta mensual (Rent)
2024-03-11,libros de texto,Expense,234.81,Education,libros de texto,libros de texto (Education)
2024-03-12,vuelo aeromexico,Expense,76.03,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-03-12,mcdonalds burger,Expense,79.83,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-03-12,videojuego steam,Expense,104.34,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-03-13,cafeteria la pausa,Expense,33.05,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-03-14,mcdonalds burger,Expense,260.72,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-03-14,bono de fin de año,Income,811.59,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-03-14,spotify ab by adyen,Expense,167.98,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-03-15,pago renta mensual,Expense,146.57,Rent,pago renta mensual,pago renta mensual (Rent)
2024-03-16,libros de texto 10,Expense,148.72,Education,libros de texto 10,libros de texto 10 (Education)
2024-03-16,gimnasio membresia,Expense,238.55,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-03-16,regalo de cumpleaños,Income,1438.82,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-03-17,spa masaje,Expense,11.72,Personal Care,spa masaje,spa masaje (Personal Care)
2024-03-18,tienda de abarrotes,Expense,117.43,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-03-19,walmart compra semanal 86,Expense,10.1,Groceries,walmart compra semanal 86,walmart compra semanal 86 (Groceries)
2024-03-19,telmex internet 81,Expense,85.43,Utilities,telmex internet 81,telmex internet 81 (Utilities)
2024-03-19,colegiatura universidad,Expense,9.47,Education,colegiatura universidad,colegiatura universidad (Education)
2024-03-20,gimnasio membresia,Expense,248.49,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-03-20,dividendo acciones,Income,617.02,Investment,dividendo acciones,dividendo acciones (Investment)
2024-03-20,colegiatura universidad,Expense,163.81,Education,colegiatura universidad,colegiatura universidad (Education)
